,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance
104,"Specialist, Full-Stack Developer",₹8L - ₹8L (Glassdoor Est.),"Overview Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. The job holder leads the technical design, development and documentation of cross-functional, multi-platform application systems. S/he analyzes, defines and documents requirements for data, workflow, and logical processes and interfaces with other systems. S/he also ensures that expected application performance levels are achieved by coordinating, coding, testing, implementation and documentation.Programming well-designed, testable, efficient code. Analyze, design and develop tests and test-automation suites. Develop flowcharts, layouts and documentation to satisfy requirements and solutions. Maintain software functionality and currency (technical debt and gain). Actively participate in code reviews. Integrate software components into a fully functional software system. Apply security and privacy principles.Execute full lifecycle software development. Develop software verification plans and quality assurance procedures. Troubleshoot, debug and upgrade existing systems. Ensure software is updated with latest features. Participate in deployment process following all change controls. Provide ongoing maintenance, support and enhancements in existing systems and platforms. Provide recommendations for continuous improvement.Active learning engagement. Complete all required mandatory training / policy awareness curricula on time. Use learning tools such as Pluralsight to complete both recommended and aspirational targets set in personal development plans.Demonstrate team work. Leverage existing products/functionality and promote reuse. Work alongside other engineers on the team to elevate technology and consistently apply best practices. Collaborate closely with all the other members of the team to take shared responsibility for the overall efforts that the team has committed to. Collaborate cross-functionally with data engineers, business users, project managers and other engineers to achieve elegant solutions. Utilize local meetups to gain and share knowledge.Compiles documentation written by more senior developers of all procedures used in system. Acts as mentor to junior level engineers.Experience in using a specific application development toolkit and knowkedge of front end and backend development coding languages such as C#, Java, HTML, NodeJS, CSS, JSON, Angular, JavaScript. Must also have Knowledge in application frameworks and containerization. Team work and organization skillsContributes to the achievement of area objectivesMODIFIED BASED UPON LOCAL REGULATIONS/REQUIREMENTSBachelor's degree in computer science engineering or a related discipline, or equivalent work experience required5-7 years of experience in software development required; experience in the securities or financial services industry is a plus. Job holder must have understanding interdependencies and business impact of future IT plans. S/he must have prior lead experience selecting and implementing vendor-specific methodologies and prior consulting experience with structured methodologies. Extensive experience with developing and supporting front end and backe end development required. Job holder must have broad experience with multi-platform development tools and toolkits.. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals with Disabilities/Protected Veterans. Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Employer Description:
For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments and safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.
Show Less
Report",3.7,"BNY Mellon
3.7",Pune,10000+ Employees,1784,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.5,3.5,3.7,3.3,3.7
105,Angular Developer (Remote Working ),Employer Provided Salary:₹35T - ₹1L,"JOB DESCRIPTION – ANGULAR DEVELOPER
Job Role
Responsible for developing and designing user interfaces using the Angular framework.
Work closely with web developers and back-end engineers to create high-performing, responsive, and interactive applications.
Writing non-blocking code, and resorting to advanced technique
Preferred skills
Preferred candidate from Kerala and Tamil Nadu Location
Should have a minimum of 4 years experience in developing web applications using Angular 2 or later versions
Solid Typescript, JS, HTML5 and CSS skills.
Prior experience working with reactive forms, custom validators.
Have used Rxjs extensively.
Knows ES6 and its numerous in-built functions.
Good understanding of angular module concepts, lazy loading and structure of Angular project.
Knows to read stack traces and debug code using browser developer tools.
Ideal candidate is expected to have -
knowledge in SCSS.
Understanding of state management tools like ngrx.
Experience working in a product company.
Preferred candidates from Kerala and Tamil Nadu
Immediate Joiners preferred
Benefits with Qrech Global Solutions
Work From Home Option , Flexible working hours.
Job Type: Full-time
Salary: ₹35,000.00 - ₹100,000.00 per month
Benefits:
Flexible schedule
Health insurance
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Education:
Bachelor's (Preferred)
Experience:
Angular: 4 years (Preferred)
Expected Start Date: 04/04/2023
Show Less
Report",-1,Qrech Global Solutions Private Limited,Remote,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106,Web Developer (Full Stack),-1,"Remote - Full-Time

Msarii always strives to build Modern platforms to transform the world in a better place. We are helping successfull businesses all remotly. We support new ideas, collaboration, and the ownership of our product throughout the organization.
Msarii Team enjoy the opportunity and benefits of working at an early-stage of the company startup, but in an environment much more akin to a later stage company given the experience of the founding team. The culture at Msarii encourages innovation, independent problem solving, and collaboration as we continue to mature our services and products in the ever-changing work of new technology concepts.
Msarii is self funded.
We have for the full timers:
Employer-paid health care
Casual and diverse workplace
Free Netflix account
Unlimited Vacation policy
Stock, crypto currency options.
Retirement pension
Requirements:
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Collaborate with other team members and stakeholders
You have:
Proficient knowledge of one of the back-end programming languages PHP, Python, Ruby, Java, .NET & JavaScript }}
Develop new user-facing features
Proficient understanding of web markup, including HTML5, CSS3
Proficient understanding of server-side CSS pre-processing platforms, such as LESS and SASS
JQuery
MySQL database design skills
Version control and Git workflow
Understanding accessibility and security compliance {{Depending on a specific project}}
User authentication and authorization between multiple systems, servers, and environments
Management of hosting environment, including database administration and scaling an application to support load changes
Data migration, transformation, and scripting
Setup and administration of backups
Outputting data in different formats
Understanding differences between multiple delivery platforms such as mobile vs desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Proficient knowledge of one of the back-end programming languages PHP, Python, Ruby, Java, .NET & JavaScript }}
Proficient understanding of code versioning tools, such as Git
Proficient understanding of OWASP security principles
Understanding of “session management” in a distributed server environment
Cloud database management similar to AWS and Azure
Show Less
Report",-1,Msarii,Remote,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,Node js developer - WFH,Employer Provided Salary:₹14T - ₹56T,"Job description
- Developing and maintaining all server-side network components.
- Ensuring optimal performance of the central database and responsiveness to front-end requests.
- Collaborating with front-end developers on the integration of elements.
- Designing customer-facing UI and back-end services for various business processes.
- Developing high-performance applications by writing testable, reusable, and efficient code.
- Implementing effective security protocols, data protection measures, and storage solutions.
- Running diagnostic tests, repairing defects, and providing technical support.
- Documenting Node.js processes, including database schemas, as well as preparing reports.
- Recommending and implementing improvements to processes and technologies.
- Keeping informed of advancements in the field of Node.js development. Bachelor's degree in computer science, information science, or similar.
- At least two years' experience as a Node.js developer.
- Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
- Knowledge of front-end technologies such as HTML5 and CSS3.
- Superb interpersonal, communication, and collaboration skills.
- Exceptional analytical and problem-solving aptitude.
- Great organizational and time management skills.
- Availability to resolve urgent web application issues outside of business hours.""
- Keywords Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
3 Mandatory Keywords Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
Job Type: Full-time
Salary: ₹13,761.74 - ₹56,443.01 per month
Schedule:
Day shift
Experience:
total work: 3 years (Preferred)
Work Location: Remote
Show Less
Report",-1,Gravest Infotech,Remote,Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1,-1,-1,-1,-1,-1
108,Full Stack Web Developer - MEAN Stack,-1,"Full Stack Web Developer - MEAN Stack
Description
We are looking for a strong Full Stack Web Developer with experience in MEAN stack, with extensive experience building web apps with modern UI technologies.
Responsibilities
You will be part of a small team, with a large amount of ownership and responsibility for managing things directly.
Collaboration with product manager and other developers, owning a large part of the process from problem understanding to shipping the solution.
Shipping high-quality solutions with urgency.
Championing Web Development: You will be responsible for handling web development from ideation to production.
Contribute best-in-class programming skills to develop highly innovative, consumer-facing web products.
Qualifications
Must have at least 1 year of experience in MEAN Stack development i.e MongoDB, Express.js, Angular, and Node.js
Extensive Experience in API integration and development.
Working knowledge of HTML5, CSS3, and JavaScript.
Experience with version control systems and repository management.
Experience working and configuring AWS is a huge plus but a basic understanding to work on AWS is required.
Passionate about writing clean, efficient, and maintainable code.
Strong analytical and debugging skills and experience building consumer systems at scale.
Perks and Benefits
We offer everything which a cool startup or an enterprise would be willing to offer.
Remote work / Work from home: Productivity is more important than clocking-in time. You have the flexibility to work from home at your convenient time during the day until the deliverables are being delivered on time with proper coordination with the team.
People: We are young, we have fun and we are passionate about technology. Work with a team of professionals who have created and implemented some extraordinary solutions. We really do believe we have a world-class talent team.
Career Growth: Develop your career the way you want it to grow. We look to have long-term relationships with each of our collaborators along with free access to online training tools.
Convinced? Send us your details and we would get in touch with you.
Show Less
Report",4.0,"Appening Infotech
4.0",Remote,1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1,3.6,2.6,3.4,3.9,3.8
109,JAVA FULL STACK Developer (Java + Angular),₹5L (Glassdoor Est.),"JAVA FULL STACK Developer (Java + Angular) - (0092168)
Description

Description - Internal
Candidate must have hands on experience in Java and Angular 2+
Must be able to write APIs with Java and design, create and test front end modules as well.
Must be able to understand requirements and take responsibilities of deliverables.
Candidate must be able to work end to end on given modules.
Candidate must be familiar with different design patterns.
Primary Skills : Java (Core Java, Spring and Hibernate Frameworks) , AngularJS, Angular 2+ , HTML , CSS , Java Script

Primary Location: India-Maharashtra-Pune
Job Posting: Apr 3, 2023
Experience Required (In Years): Minimum- 5 Maximum- 7
Start your job application: click Apply Now
Show Less
Report",3.9,"Zensar Technologies
3.9",Pune,5001 to 10000 Employees,2001,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),3.8,3.6,3.9,3.6,4.0
110,Java Developer,Employer Provided Salary:₹3L - ₹6L,"Role Objective: To impart training and monitor the student life cycle for ensuring standard outcome
Responsibilities
· Conduct live-in person/virtual classes to train learners on Core Java, Advanced Java and Frameworks
· Facilitate and support learners progress/journey to deliver personalized blended learning experience and achieve desired skill outcome
· Evaluate and grade learners Project Report, Project Presentation and other documents.
· Mentor learners during support, project and assessment sessions.
· Develop, validate and implement learning content, curriculum and training programs whenever applicable
· Liaison and support respective teams with schedule planning, learner progress, academic evaluation, learning management, etc
Desired profile
· Must be proficient in Core Java, J2EE, JSP, Servlet, JavaScript, HTML5, jQuery, CSS3, Ajax, Angular, React JS, REST
· Experience in Struts 2.0/Spring 5.0 frameworks and above
· Should have worked in Webserver/Application Server usage
· Must have good analysis or problem-solving skills
· Must have good communication and delivery skills
· Strong expertise on Java technology stack (Core Java, Advance Java, Spring, Spring Boot, JPA, Hibernate, Struts, Webservices)
· Good Knowledge of Database (SQL)
Job Type: Full-time
Salary: ₹300,000.00 - ₹600,000.00 per year
Benefits:
Provident Fund
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 1 year (Required)
Java: 1 year (Required)
Show Less
Report",-1,Redeploy Private Limited,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,Java Full Stack Developer,Employer Provided Salary:₹7L - ₹17L,"Java Developer Requirements
Petrabytes - Houston Based Oil & Gas Software Company looking for a full time Java
Developer / Team Lead Position to work on scientific software development in its India
Division – Kognosdata Pvt. LTD.
Desired Experience
Preferred Experienced: 2 to 5 Years of Real Programming
Experience for a company. Must be able to provide some design and sample code of their previous work.
Technical Skills Required
1. 2 - 5 years of real Web Development experience using JAVA, Spring Boot, Microservices
2. Coding experience with primarily JAVA.
3. Version Control – SVN, GIT
4. Core Java Programming – important
5. Web Development Experience - highly desirable.
6. JavaScript Programming Experience
7. JavaScript Charts – D3, Plotly
8. Angular JS, Node.js, Progressive Web Apps Development
9. Spring Framework
10. API Development
11. Extensive Usage of Eclipse IDE
Development Center: No. 107, 2 G Cross, My Home, Flat No,102, OMBR Layout, Banas wadi, Bangalore – 560043
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,700,000.00 per year
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Yearly bonus
Ability to commute/relocate:
Banglore, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
Angular: 1 year (Required)
Spring MVC: 1 year (Preferred)
Java: 1 year (Required)
Show Less
Report",-1,Kognosdata,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,Software Engineer (FrontEnd Developer),₹5L - ₹7L (Glassdoor Est.),"Role : Software Engineer (Front end)

Who we are

Maersk is well established as the world’s largest operator of container shipping and marine container terminals, with over 80,000 employees and operating in 130 countries worldwide.

We are rapidly transforming ourselves into the world’s leading global integrator of container logistics by building on our traditional strengths and creating synergies and simplifying global supply chains for our customers across ocean, terminals and logistics & services.

Technology and data are critical enablers of this digital transformation, as we seek to digitally enable and connect our physical supply chain assets in our terminals, our vessel fleet and inland logistics services through an ambitious agenda of standardisation, automation and IoT enablement.

In support of this strategy, we have recently restructured our global technology organisation to be based around a joint business and technology platform operating model, which embeds innovative, agile, digital and data product engineering at the heart of our business.

APM Terminals

The Maersk group operates one of the most comprehensive marine container terminals networks in the world, under the brand of APM Terminals, with over 20,000 employees operating 76 terminals in 36 countries and growing.

APM Terminals (APMT) plays a critical role in enabling the global Maersk Ocean and Logistics network as well as serving other Shipping Lines, Beneficial Cargo Owners, Freight Forwarders, intermodal logistics providers and integrating with a wide variety of local port authorities, customs and government bodies across our global network of transhipment, import and export gateway terminals.

In support of the broader Maersk strategy, we are accelerating the transformation of our business from a portfolio of independently operated terminals, into a safer, better, bigger global terminals operator.

This transformation is enabled by an ambitious programme to modernise our technology landscape, digitise our operations and our customers’ experience and optimise our end-to-end operations and customers’ journeys through automation, digitised assets and data analytics.

In support of this strategy, we are implementing a new technology organisation across APMT that will accelerate this journey by strengthening our internal engineering and data analytics capabilities and further embed an agile DevSecOPS operating model at scale.

APMT - Customer Products & Services Platform Portfolio

As part of this new technology organisation a new global Customer Products & Services platform portfolio team has been created with a variety of roles being recruited across architecture, design, full stack DevSecOPS engineering and agile delivery at scale.

The Customer Products & Services platform portfolio team has end-to-end accountability for all data and technology enabled customer outcomes and enabling commercial capabilities across the APM Terminals business.

This directly supports APM Terminals ambitious growth strategy built on a customer-centric focus which will deliver industry leading customer care, commercial excellence, and added-value products & services that help our customers optimize their own supply chains.

This is enabled by an integrated portfolio of platforms and products across digital customer channels, gate solutions, data products & services, customer self-service, sales, marketing, customer care, contract management, pricing, order to cash, customer master data management and 360 view of customer analytics.

What We Offer

This position offers a unique opportunity to develop and apply your cutting-edge knowledge and passion of software engineering, data and data science that will transform the transport and logistics industry.
We operate in a fast-paced environment utilizing modern technologies and bias toward action.
We value customer outcomes and are passionate about using technology to solve problems.
We are a diverse team with colleagues from different backgrounds and cultures
We offer the freedom, and responsibility, to shape the setup and the processes we use in our community
We support continuous learning, including through our active community of practices, conferences, workshops and meetups.

This is an extremely exciting time to join a dynamic team and solve some of the toughest problems in the industry and build the future of trade & logistics. We focus on our people and the right candidate will have broad possibilities to further develop competencies in an environment characterized by change and continuous progress.

About the Role:

We are strengthening APMT’s software development organisation, focusing on driving ownership, predictability, and agility in our technology. We are hiring Front-end Engineers with JavaScript skills working as a key member of our agile teams.
In this role, you will have long-term ownership of one or more applications covering build, test, transition, and operation for APMT’s customer-facing systems.
Do you want to be supported in your development as a senior engineer? You will work alongside other developers, mentoring them and learning from them and from the wider APMT technology teams around the world. We pride ourselves on our brands and identity that builds on our heritage. This role is an opportunity to be part of APMT digital evolution.
Your considerable skills will be applied to applications built in modern SPAs built in VueJS, backed by micro-service APIs.

The role will involve:
Hands-on implementation of client-side code
Practicing effective agile software development; participating in pair programming, regular communication and supporting a culture of end-to-end ownership
Following software standards to ensure quality throughout the development lifecycle
Build new capability across the team toolset, including writing tests and reviewing code for other team members.
Taking part in sprint planning, backlog refinement and task estimation
Key responsibilities
Responsible for the quality and implementation (supportable, maintainable, scalable, performant, secure) of your own work
Participation in the elaboration of user stories (technical and functional). Agree stories are sufficiently described for their implementation, verification, and delivery.
Working collaboratively; pairing on tasks, peer review of team members’ code and constructive feedback for improvement in both the code base and team capability
Keeping builds green by writing testable code
Active participation in retrospectives to make continual improvements within your team
Technical support during release activities
Who We are looking for

The key skills that will be required by the Front-end Engineer
Ability to manage your own task progress and communicate issues to product management and testers
Good critical reasoning and analytical skills; takes ownership and sticks to the problem until it is solved
Having a can-do attitude and being comfortable with tight delivery deadlines and managing priorities
Customer-focused, whether responding to support queries or developing new features and functionality
Ability to work independently and with others in a team environment
Solid written and verbal communication skills. Able to articulate technical issues to peers
Experience
Experience of web user interface development in a commercial or open-source setting. Providing links to your work is a bonus
Working knowledge of front-end development languages, tools, and methodologies – HTML, CSS, JavaScript and associated technologies and toolsets
Some hands-on experience of using a front-end development framework, such as Angular, VueJS or React. Our preference is VueJS, but experience in any of them is a plus.
The ability to write front-end code to be cross-browser and cross-device friendly through responsive or adaptive techniques
Working with and contributing to open-source projects
Experience developing UIs for multi-lingual websites
Experience using Continuous Integration (CI) / Continuous Delivery (CD) systems for deployment
Knowledge of Test-Driven Development (TDD)

We’d be thrilled if you tick off all our boxes yet we also believe it’s just as important we tick off all of yours. And if you think you have most of what we’re looking for but not every single thing, go ahead and hit apply. We’d still love to hear from you!
To apply to this job, click Apply Now
Show Less
Report",4.2,"Maersk
4.2",Bangalore,10000+ Employees,1928,Subsidiary or Business Segment,Marine Transportation,Transportation & Logistics,$10+ billion (USD),4.0,4.0,4.3,3.7,4.0
113,Java Developers [I+S/E2-MM2],Employer Provided Salary:₹5L - ₹16L,"Java Full Stack Developer
We are looking for a skilled Full Stack Developer who is passionate about building high-quality software applications. The ideal candidate will have expertise in Java frameworks and extensions, persistence frameworks, servers, platforms, clouds, databases, data storage, and QA tools. The candidate should also have experience working with Angular, React, or Vue.

As a Full Stack Developer, you will be responsible for developing and maintaining software applications for our clients. You will work closely with a team of developers and project managers to deliver high-quality software products. You should be comfortable working in a fast-paced environment and be able to adapt to changing priorities.

Mandatory Skill Sets:
Java frameworks and extensions: You should be proficient in building enterprise-grade applications using Java 8+ and Spring Boot.
Persistence Frameworks: You should have experience working with Hibernate and/or JPA. You should be able to design and develop efficient data models, and perform CRUD operations using Hibernate and/or JPA.
Servers: You should be familiar with Apache Tomcat and be able to deploy applications on Tomcat servers.
Platforms: You should have experience working with Java EE and Jakarta 2EE platforms.
Clouds: You should have experience working with AWS, and be familiar with AWS services such as EC2, S3, and RDS.
Databases / Data Storage: You should have experience working with MYSQL and Oracle databases
QA Tools: You should be proficient in JUnit5 and Postman. You should be able to write and execute unit tests, integration tests, and end-to-end tests using these tools.
Web Services: You should have experience working with RESTful web services.
API Security: You should be familiar with OAuth2, JWT, Auth0, or any other API security frameworks.
Angular/React/Vue: You should have experience working with at least one of these frontend frameworks, HTML, CSS, and JavaScript.

If you are passionate about building high-quality software applications and have the required skill sets, we encourage you to apply. We offer competitive salaries and benefits, and a challenging work environment where you can learn and grow.
Show Less
Report",4.4,"vinove
4.4",Noida,501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.5,4.3,4.3,4.2,4.3
114,Full Stack Developer,-1,"Job Description
Xynosoft Solutions is looking for a Full Stack Developer in the Cochin area. The Full-Stack Developer will be responsible for developing and maintaining internal applications. The ideal candidate for the Full Stack Developer role will have excellent PHP experience.
Roles & Responsibilities:
Support and review internal applications based in PHP/JavaScript
Assist with troubleshooting and resolving issues
Create workflow process and provide documentation
Develop Internal Tools And Infrastructure That Supports Internal Applications
Requirements:
2+ years of full stack development experience
Hands-on experience with PHP (Laravel & Codeigniter) MySql; Angular; and CSS/SCSS;
Experience building tools using APIs
Bachelor's Degree in Computer Science
Show Less
Report",-1,Xynosoft Solutions,Cochin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115,Full Stack Developer,₹6L - ₹8L (Glassdoor Est.),"We are seeking a Full Stack Developer, who will be responsible for working on direct channels of our contact lens business.
We’re a high impact team with an ambitious mission and are looking for high caliber people to join us!
Expert knowledge of HTML5, CSS3, Bootstrap and modern responsive web design techniques
Experience with Laravel/Lumen - PHP based framework
Knowledge of ReactJS, its different lifecycle methods, and experience with Redux
An expert on Rest API, and its best practices
Experience with Shopify
Experience with MySQL
Creating database schemas that represent and support business processes
Optimising systems and applications for maximum speed and scalability
User authentication and authorisation between multiple systems, servers, and environments
Building reusable code and libraries for future use
Experience in agile methodology
Good understanding of OOPS concepts

2+ years of software engineering and product delivery experience, with 2+ years of experience in Laravel & ReactJS
Experience working with Product Managers and UX Designers, with a strong product sense and the ability to own large areas of product design and usability
Excellent teamwork skills, flexibility, and ability to handle multiple tasks
Capability to bring in software engineering life cycle best practices
Excellent analytical and problem solving skills
Deep understanding of algorithms and data structures
Executed on RCAs / tough engg problems at work
Won awards / Recognised by upper management for going above and beyond
Open source / pet projects contributions

Key skills :


Javascript

JQuery
React JS
Bootstrap
Responsive Web Design
Html5
MySQL
PHP
Shopify
MVC architecture
Service Oriented Architecture
Redis
Laravel
Show Less
Report",4.1,"Lenskart
4.1",Bangalore,1001 to 5000 Employees,2008,Company - Private,Other Retail Shops,Retail & Wholesale,Unknown / Non-Applicable,4.0,3.7,3.9,3.8,3.7
116,Java Full Stack Developer,₹4L - ₹8L (Glassdoor Est.),"Summary

Codes, tests, debugs, implements, and documents programs. Analyses, designs, and writes specifications for programs. Assists support personnel in locating and resolving problems of significance with programs.
Your role in our mission
Essential Job Functions
Recommends specific product configurations to assist with overall system design and integration.
Codes, tests, debugs, implements, and documents moderately complex programs. Creates appropriate documentation in work assignments such as program code, and technical documentation.
Design’s systems and programs to meet complex business needs. Prepares detailed specifications from which programs are developed and coded. Ensures programs meet standards and technical specifications; performs technical analysis and component delivery.
Gathers information from existing systems, analyzes program and time requirements. Assists project manager in preparing time estimates and justification for assigned tasks.
Remains abreast of industry technical trends and new development to maintain current skills and remain current with industry standards.

Basic Qualifications

Bachelor's degree in computer science, mathematics, or related field preferred
Five+ years’ experience in Full stack design and development of applications involving Java technologies, Spring MVC, Spring Boot, Spring Batch ; UI frameworks such as Angular and/or ReactJS ; Back end database such as SQLServer, DB2, Oracle, NoSql etc
Able to write DB2 SQL scripts, Stored Procedures in DB2 and/or SQLServer, and involve in application performance tuning.

Other Qualifications
Analytical and problem-solving skills for design, creation and testing of programs
Communication skills to work effectively with team members, support personnel, and clients
Ability to work as part of team and independently

Work Environment
Hybrid environment
Show Less
Report",3.3,"Gainwell Technologies LLC
3.3",Bangalore,10000+ Employees,2020,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.3,3.1,3.4,3.1,3.6
117,Software Engineer II - Backend,-1,"About the Role

Privacy Engineering's mission is to make Uber the industry model for consumer privacy through differentiated products and services, standards in engineering, and transparent communications. We are focusing on building both privacy technology platforms and user-facing products that give our users choice when it comes to their data, build trust, improve their data privacy, and enable our business.
We are seeking a software engineer with technical depth, product intuition, and entrepreneurial spirit to join our Privacy Engineering team. You should feel comfortable in uncharted territory as we build innovative privacy technologies and grow user trust. We need your skills and passion to help make it happen.

- Roles and Responsibilities -—
Design, develop, test, and deploy software solutions to address real world privacy concerns through close collaboration with various engineering and product teams, as well as many business and legal teams across Uber
Build microservices, backend platforms and collaborate with user experiences for Uber customers & partners, internal team members to enable automation of various privacy functions
Work closely in a big data environment and with large scale systems to handle user data lifecycle
Drive excellence by demonstrating and adopting best practices in engineering standards, and consumer privacy
Process extensive amount of data, build software solutions to enable data inventory, data deletion, data export and data preservation
- Basic Qualifications -—
Experience with Go, Java, Scala, Python, or other backend technologies
Strong architectural skills and proven understanding of large scale data platforms
Strong written and verbal communication skills
An engineering-focused undergraduate degree or equivalent proven experience
3-5 years of software engineering experience
Experience building highly scalable, robust, and fault-tolerant products and platforms
Demonstrated experience collaborating with other engineers and non-tech team members, both to meet short term goals and to create long-term partnerships
- What the Candidate Will Do -—
Security or privacy expertise. This is a nice-to-have requirement but you may have knowledge and experience in approaches to securing user data and keeping it private. You have knowledge of integrating privacy in the systems and product design process. You might have experience with privacy enhancing technologies, e.g., data anonymization or differential privacy.
Versatility. In addition to having an intimate knowledge of the full stack, you see how it all fits together and can navigate both typical and complex pitfalls.
Ability to learn on the go. You thrive with new technologies and don't believe in one-size-fits-all solutions. You can adapt to meet the needs of our massive scale, growth, and evolving business environment.
Ownership. You feel ownership for everything you deliver. You'd never call code ""released"" until you're satisfied that it's well implemented and tested. You pride yourself on efficient monitoring, detailed documentation, and accurate test coverage.
Attention to details. Whether you're working on an API used by other developers, an internal tool consumed by our operation teams, or a feature used by millions of customers, your attention to details results in a delightful user experience.
A great teammate. You believe that you can achieve more on a team; that the whole is greater than the sum of its parts. You rely on others candid feedback for continuous improvement. You can take the lead and have a phenomenal sense of what doing 'the right thing' is. You seek ways to mentor others and share your knowledge with the team.
Show Less
Report",4.4,"Uber
4.4",Hyderābād,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.2,4.4,4.3,4.0,4.2
118,Software Developer,Employer Provided Salary:₹4L - ₹6L,"We are a stealth startup focusing on AI in healthcare and are looking for software engineers to join our PoC (Proof of Concept) team. You will be a core member of the company with equity options. If you are ambitious, excited about next-generation tech and have a constant hunger to learn, we encourage you to apply.
Your responsibilities:
Design and develop full-stack web applications for PoC.
Deploy all applications on AWS and on-premis (both).
Participate in client meetings and refine product capabilities.
Essential requirements:
Interested in working at startups.
Ability to work independently.
Experienced in developing full-stack web applications.
Strong command over React, Python and AWS.
Basic experience with Data Science.
Comfortable with ambiguity and frequent changes to project scope in innovation environment.
Desirable Requirements:
Experience with software security practices.
Experience with on-premis depolyment.
Experience in Agile software development methodologies.
Job Type: Full-time
Salary: ₹350,000.00 - ₹550,000.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
Bangalore City, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Experience:
software engineering work: 2 years (Required)
Application Deadline: 08/04/2023
Expected Start Date: 18/04/2023
Show Less
Report",-1,Diagnokare Technologies,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,MERN STACK (REACT JS) DEVELOPER(Min Exp. Required : 1-3 Yrs),₹3L - ₹6L (Glassdoor Est.),"Min Exp. Required : 1-3 Yrs
Desired Skills
Full Stack (MEAN) stack: JavaScript - MongoDB - Express - AngularJS - Node.js
Must understand web development technologies like HTML, CSS, and JS.
Experience on deployment of software and testing.
Building backend layer using NodeJS
Expertise with frontend technologies like HTML/CSS/ Javascript and frameworks like AngularJS
Demonstrated design and UX sensibilities are a must.
UI Development for modern browsers.
Show Less
Report",4.9,"Cybrain Software Solution
4.9",Bangalore,51 to 200 Employees,2012,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.8,4.6,4.4
