,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance
10,Full Stack Developer,"Employer Provided Salary:₹2,385.00 - ₹3,000.00 Per hour","This is a FULLY REMOTE role
Must be comfortable working 6a-2p EST
We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming. Full stack developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications, and working alongside graphic designers for web design features, among other duties.
About us:
Fleetit is a cost effective way to manage toll by plate invoices and toll violations, we service fleets of all sizes including car/truck rental, trailer/equipment rental, as well as fleet & leasing management companies.
Responsibilities
Managing the complete software development process from conception to deployment
Maintaining and upgrading the software following deployment
Managing the end-to-end life cycle for the production of software and applications
Overseeing and guiding the analyzing, writing, building, and deployment of software
Overseeing the automated testing and providing feedback to management during the development process
Modifying and testing changes to previously developed programs
Qualifications:
Experience in building web applications
Excellent debugging and optimization skills
Experience in unit/integration testing
Working knowledge of Django, reactjs, GCP, Reactjs with redux, Selenium, and multi threading
Job Type: Full-time
Pay: ₹2,067.00 - ₹2,600.00 per hour
Schedule:
US shift
Experience:
Multithreading: 1 year (Required)
Django: 1 year (Preferred)
reactjs: 1 year (Required)
Selenium: 1 year (Required)
Show Less
Report",2.1,"Voyager Global Mobility
2.1",Mumbai,1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1,1.8,2.1,2.1,2.1,2.8
11,Senior Software Engineer,₹2L - ₹7L (Glassdoor Est.),"In a world of disruption and increasingly complex business challenges, our professionals bring truth into focus with the Kroll Lens. Our sharp analytical skills, paired with the latest technology, allow us to give our clients clarity—not just answers—in all areas of business. We embrace diverse backgrounds and global perspectives, and we cultivate diversity by respecting, including, and valuing one another. As part of One team, One Kroll, you’ll contribute to a supportive and collaborative work environment that empowers you to excel.


At Kroll, your work will help deliver clarity to our clients’ most complex governance, risk, and transparency challenges. Apply now to join One team, One Kroll.










































































Show More
Report",3.7,"Kroll
3.7",Hyderābād,5001 to 10000 Employees,1932,Company - Private,Financial Transaction Processing,Finance,$2 to $5 billion (USD),3.7,3.4,3.7,3.5,3.4
12,React Native Developer,Employer Provided Salary:₹4L - ₹12L,"React Native Developer
We, YUHIRO, a German-Indian IT company, are looking for an experienced React Native Developer. Knowledge in building mobile apps. Primary Tech Stack: JavaScript, CSS, React Native, Node.js, Redux.
Candidate Profile:
Has successfully built mobile apps for iOS and Android
Strong working knowledge of React Native
Nice To Have: Node.js, Redux (XCode, Android Studio), Sail.js, Mongoose
Good communication skills


Show More
Report",4.7,"YUHIRO Technologies Private Limited
4.7",Cochin,1 to 50 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.6,4.6,4.6,4.5,4.6
13,Full Stack Developer - Python,Employer Provided Salary:₹15L - ₹25L,"Responsibilities: ● Integration of user-facing elements developed by front-end developers with server side logic ● Writing reusable, testable, and efficient code ● Design and implementation of low-latency, high-availability, and performant application ● Implementation of security and data protection ● Constantly innovate on the product to improve performance and offering ● Design and develop scalable solutions based on requirements. ● Help introduce modern standards into the team and act as a solution architect Requirements: ● 2+ years of experience in Python programming ● Good knowledge of Object Oriented Programming (OOP) Concepts ● Understanding of databases and SQL ● Proficient understanding of code versioning tools, such as Git ● Basic understanding of front-end technologies Good to have ● Familiarity with Amazon Web Services (AWS) and REST API ● Experience with Python frameworks (e.g. Django, Flask, Bottle) ● Experience with data crawling and testing frameworks like Scrapy, Selenium ● Experience in Non-relational databases like MongoDB
Job Type: Full-time
Salary: ₹1,500,000.00 - ₹2,500,000.00 per year
Benefits:
Work from home
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Experience:
Python: 2 years (Preferred)
MongoDB: 1 year (Preferred)
Django: 1 year (Preferred)
Show Less
Report",3.7,"Addonix Technologies Pvt Ltd.
3.7",Mumbai,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,3.4,4.0,2.9,4.0,3.6
14,Intern - Full Stack Developer,-1,"Intern - Full Stack Developer

About this Role :
As a Full Stack Developer you will have the opportunity to build & work on complex products/projects across industries and segments. We at Team Pumpkin want you to grow professionally and thus provide you an environment where you take ownership of the project/products you work on.

Responsibilities
Working on multiple applications with extensive knowledge of Node.js & Vue.js
Taking ownership of complete development lifecycle
Designing database architecture of complex projects
Maintaining optimal performance of db architecture
Maintaining optimal performance of database
Developing front-end by liaising with the design team
Analyzing db/system anomalies and providing solutions to bugs/issues
Enabling the business team in analyzing potential delivery timeline/effort estimations
Providing support to the testing team to provide efficient solutions to potential issues
Show Less
Report",4.6,"Team pumpkin
4.6",Bangalore,51 to 200 Employees,2012,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.6,4.5,4.6,4.6,4.1
15,FULL STACK DEVELOPER (PYTHON & REACTJS),Employer Provided Salary:₹3L - ₹8L,"KYVOR GENOMICS
JOB DESCRIPTION – FULL STACK DEVELOPER (PYTHON & REACTJS)

ABOUT THE COMPANY:
Kyvor Genomics Pvt. Ltd. is a subsidiary of Kyvor Genomics Inc., USA. Kyvor is a Personalized medicine company with an initial focus on Cancer. It is currently expanding its base in Chennai, India.

JOB SUMMARY:
We are looking forward to hiring a few Full-stack Developers who will be responsible for developing & managing back-end development and the interchange of data between the server and the users. The primary focus will be on development of all server-side logic, definition, and maintenance of the central database, while also ensuring high performance and responsiveness to requests from the front-end. The candidate will also be responsible for integrating the front-end elements into the application. Hence, a deep understanding of both back-end and front-end technologies are mandatory.

JOB-TYPE: Full-Time, Regular / Permanent

CTC: ₹3,00,000 – ₹8,00,000 P.A.

LOCATION: Chennai

SHIFT: 10AM – 6PM (General)

REPORTING TO: IT Lead

ROLES AND RESPONSIBILITIES:
Must be able to write “clean”, well-designed codes
Participating in architectural, design, and product discussions
Designing and creating RESTful APIs for internal and partner consumption
Develop and deploy new features to facilitate related procedures and tools if necessary
Troubleshoot, test, and maintain the back-end and front-end in order to ensure functionality and strong optimization
Contribute to all the phases of development lifecycle
Follow industry best practices
REQUIRED QUALIFICATIONS, EXPERIENCE AND SKILLS:
Minimum of 1 – 3 years of proven experience with software development in Python Django or React JS
Hands-on experience with the Django framework, UX and Front-end Developers
General Knowledge of the software development life cycle is essential
Demonstrable knowledge of web technologies including HTML, CSS, JavaScript, AJAX, etc
Must have an experience with working on a variety of software development projects
Strong command of the English language is mandatory
Ability to work in a fast-paced environment
Schedule:
Monday to Friday
Morning shift
Education:
Bachelor's (Preferred)
Show Less
Report",4.5,"Kyvor Genomics Pvt Ltd.
4.5",Chennai,1 to 50 Employees,2013,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.8,4.1,4.9,4.9,4.9
16,Senior Full Stack Developer,₹2L - ₹6L (Glassdoor Est.),"Company Overview & History
Exeevo and its platforms are the result of a strategic alliance established between Indegene and Microsoft in 2017. Exeevo has grown from providing a customer experience (CX) platform for commercial and medical teams to supporting the entire journey from clinical to commercial for Life Sciences Organizations to deliver superior experiences to both healthcare teams and patients. Exeevo provides advanced capabilities in CRM, marketing, contact centers, event management, commercial operations, expert engagement, clinical trial recruitment, as well as customer and patient insights for pharmaceutical, biotech, and medical device makers.
Title: Senior Full Stack Developer
Location: Bangalore

Show More
Report",2.7,"Exeevo
2.7",Bangalore,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,2.7,2.3,2.3,2.5,2.4
17,Full Stack Developer,₹1L - ₹3L (Glassdoor Est.),"Full Time | 0 - 1 Years Experience
Job Description
Strong organizational and project management skills.
Knowledge of front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery).
hands-on experience using frontend frameworks ( e.g Angular, React js).
Knowledge of back-end languages (Nodejs ) and JavaScript frameworks (Express js).
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache, Nginx), and UI/UX design.
Excellent communication and teamwork skills.
Show More
Report",4.6,"Red ant media
4.6",Chennai,1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1,4.4,2.9,3.9,4.6,4.2
18,Full Stack Intern,Employer Provided Salary:₹60T - ₹2L,"Job Description
We are seeking a highly motivated Full Stack Developer Intern to join our dynamic development team. The ideal candidate should have a strong understanding of HTML, JavaScript, CSS, Python, Flask, and MySQL and the ability to work on multiple projects simultaneously. In this role, you will be responsible for developing and maintaining our web applications, ensuring their functionality and performance, and contributing to the overall development of our company.

Responsibilities:

Develop and maintain web applications using HTML, JavaScript, CSS, Python, Flask, and MySQL

Collaborate with the development team to understand project requirements and contribute to the design and implementation of new features

Write clean, efficient, and well-documented code

Test and debug code to ensure high-quality and error-free applications

Stay up-to-date with the latest developments in web development and programming languages

Participate in code reviews and provide constructive feedback to fellow team members

Requirements
Pursuing a degree in Computer Science, Software Engineering, or a related field

Strong understanding of HTML, JavaScript, CSS, Python, Flask, and MySQL

Ability to work well in a team environment and collaborate effectively with others

Excellent problem-solving skills and attention to detail

Strong communication and interpersonal skills

Eligibility :
Any Engineering stream student of prefinal or final year & 2022, 2021 passouts as well.

Duration :
Minimum of 3months to 1year.

Location :
Either Remote or Work from Office (Gachibowli, Hyderabad)

Benefits
Stipend :
Based on the skillset we will pay a stipend around 5k to 15k.
Show Less
Report",4.1,"SmartInternz
4.1",Hyderābād,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,4.2,3.3,3.8,3.8,4.0
19,Java Full-Stack Developer - Junior,₹3L - ₹4L (Glassdoor Est.),"1 to 3 years of relevant experience
Proven experience as a Java Full Stack Developer or similar role
Experience developing web applications
Strong in Object Oriented Programming
Experience building Microservices
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript)
Knowledge of multiple back-end languages (Java, Python, nodejs) and frameworks (Angular, Springboot)
Familiarity with databases (MySQL, MongoDB, Elasticsearch), web servers (Tomcat)
Excellent communication and teamwork skills
Show More
Report",4.5,"CapeStart Software Private Limited
4.5",Chennai,501 to 1000 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.2,4.5,4.3,4.1
20,Full Stack Software Developer,₹4L - ₹5L (Glassdoor Est.),"Full Stack Software Developer

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Who We Are:

Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.
Engineering
Specialist


Show More
Report",4.3,"Hewlett Packard Enterprise
4.3",Bangalore,10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.6,4.5,3.9,4.4
21,Full Stack Developer,Employer Provided Salary:₹4L - ₹10L,"Problem-solving abilities, System Architecting abilities.
Front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) Familiarity with databases (e.g. MySQL, MongoDB),
web servers (e.g. Apache), and UI/UX design
Job Type: Full-time
Salary: ₹400,000.00 - ₹1,000,000.00 per year
Schedule:
Day shift
Show More
Report",5.0,"Fervour Infosystem Pvt Ltd
5.0",New Delhi,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,5.0,5.0,5.0,5.0,4.0
22,Full Stack Developer,Employer Provided Salary:₹17T - ₹42T,"We are looking for a PHP Developer with experience in Laravel. We will also consider strong PHP Candidates, who are open to picking up the CMS side.
You must be a good all: rounder developer, so you must also have strong JavaScript, CSS and HTML skills too. You will be part of a cross-functional team thats responsible for the full software development life cycle, from conception to deployment.
Required Technical Skills Web languages: PHP, MySQL, JavaScript, TypeScript, HTML, CSS at expert level.
Web technologies: Laravel
Advantageous but not essential: ReactJS
Server side: Linux, Apache, AWS Server Architecture
Project and codebase management: Jira, Git, NPM, etc.
Job Type: Full-time
Salary: ₹17,000.00 - ₹42,000.00 per month
Benefits:
Health insurance
Provident Fund
Schedule:
Day shift
Morning shift
Supplemental pay types:
Yearly bonus
Ability to commute/relocate:
Annai Salai, Chennai, Tamil Nadu - 600002: Reliably commute or planning to relocate before starting work (Required)
Experience:
Full-stack development: 2 years (Required)
Work Location: One location
Show Less
Report",4.3,"Edumpus
4.3",Chennai,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,3.5,3.3,4.2,4.2,4.3
23,Full Stack Developer,Employer Provided Salary:₹3L - ₹15L,"Job Description
We are looking for a highly capable Node.js developer to optimize our web-based application performance. You will be collaborating with our front-end application developers, designing back-end components, and integrating data storage and protection solutions. To ensure success as a Node.js developer, you should possess extensive knowledge of Node.Js based services and experience in a similar role. An accomplished Node.js developer will be someone whose expertise results in the stable, fast, and secure exchange of data between servers and end-users.
Node.js Developer Responsibilities:
Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.

Show More
Report",3.0,"Inventics
3.0",Lucknow,51 to 200 Employees,2013,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),2.6,1.9,2.6,2.8,2.5
24,Full Stack Developer,Employer Provided Salary:₹3L,"We are looking for an experienced Next.js Full Stack Developer to join our team and work on developing and maintaining our SAAS based application. The ideal candidate should have a strong understanding of Node.js, React.js, Tailwind, Prisma, and PostgreSQL.
Responsibilities:
Develop and maintain new features for our SAAS based application using Next.js.
Collaborate with the design team to ensure that the application is visually appealing and user-friendly.
Write clean and efficient code that is maintainable and scalable.
Work closely with the product team to ensure that the application meets the needs of our customers.
Troubleshoot and debug issues that arise in the application.
Stay up-to-date with the latest trends and technologies in the industry.
Requirements:
Strong proficiency in Next.js, Node.js, React.js, Tailwind, Prisma, and PostgreSQL.
Minimum of 1 years of experience in web development with a focus on Next.js, Node.js, React.js, Tailwind, Prisma, and PostgreSQL.
Experience working on SAAS based applications and a solid understanding of web application development.
Familiarity with modern front-end build pipelines and tools such as Webpack, Babel, and npm.
Ability to write clean, well-documented code.
Experience with agile development methodologies.
Good communication skills and ability to work collaboratively in a team environment.
Attention to detail and strong problem-solving skills.
Education and Experience:
Bachelor's degree in Computer Science, Engineering, or a related field.
Minimum of 1 years of experience in web development with a focus on Next.js, Node.js, React.js, Tailwind, Prisma, and PostgreSQL.
Experience working in a SAAS-based environment is preferred.
If you meet the above requirements and are passionate about web development and SAAS-based applications, we encourage you to apply. We offer a competitive salary, a collaborative work environment, and opportunities for growth and development.
Job Type: Full-time
Salary: From ₹300,000.00 per year
Benefits:
Cell phone reimbursement
Work from home
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Education:
Bachelor's (Preferred)
Show Less
Report",4.7,"Xee Design
4.7",Navi Mumbai,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,4.2,4.2,4.4,4.6,4.6
