,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance
129,Full time React/NodeJs Developer,Employer Provided Salary:₹40T - ₹50T,"PLEASE fill the below form for your application to be considered https://forms.gle/yNdQZs8KGyPRPaHm9
We are looking for a web full stack engineer to work with us in full time capacity. The pay is $600 USD / month.
The responsibilities include:
1. Expand existing Chrome extension to popular browsers. e.g., Firefox, Safari, Brave, and Kiwi(Android)
2. Maintain Android/iOS/Chrome extension apps, bug fixes and metric logging.
3. Develop features of Android/iOS/Chrome extension apps
Who We're Looking For:
1. 1+ experience in building web applications using HTML5, CSS3, and JavaScript
2 . Experience in building websites with frontend framework (e.g., React, Vue, or Angular)
3. Strong knowledge of JavaScript, including the concepts of asynchronous programming, closures, promises, and ES6
4. Excellent problem-solving, troubleshooting, and decision-making skills
6. (Optional) Knowledge of React Native, NodeJS or Chrome Extension development
7. (Optional) Love to read manga or watch animation""
Job Type: Full-time
Salary: ₹40,000.00 - ₹50,000.00 per month
Benefits:
Flexible schedule
Work from home
Schedule:
Flexible shift
Monday to Friday
Experience:
software development (Preferred)
Show Less
Report",-1,Ismanga,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,MEAN Stack Internship,Employer Provided Salary:₹5T - ₹7T,"Job Title: MEAN Stack Intern
Job Type: Internship
Job Duration: 6 months
Location: Remote
Job Summary:
We are looking for a talented and motivated MEAN Stack Intern to join our development team. The successful candidate will work alongside experienced developers to gain hands-on experience in building web applications using the MEAN stack. The intern will be involved in all aspects of the development process, from design to deployment.
Key Responsibilities:
Develop and maintain web applications using the MEAN stack
Collaborate with cross-functional teams to design, develop and deploy new features
Write clean, maintainable and efficient code
Contribute to the development of best practices and standards within the team
Participate in code reviews and contribute to improving code quality
Troubleshoot and debug issues as they arise
Stay up-to-date with emerging trends and technologies in web development
Requirements:
Must be currently pursuing or recently graduated with a degree in Computer Science, Software Engineering or related field
Solid understanding of web development principles, including HTML, CSS, JavaScript, and RESTful web services
Familiarity with the MEAN stack (MongoDB, ExpressJS, AngularJS, NodeJS)
Experience with version control systems such as Git
Strong problem-solving skills and attention to detail
Ability to work collaboratively in a team environment
Excellent verbal and written communication skills
understanding of object oriented concepts
This internship may lead to a full-time employment opportunity based on performance and business needs.
Job Types: Full-time, Internship
Salary: ₹5,000.00 - ₹7,000.00 per month
Benefits:
Leave encashment
Work from home
Schedule:
Day shift
Monday to Friday
Application Question(s):
Do you have prior internship experience ?
Education:
Bachelor's (Preferred)
Work Location: Remote
Show Less
Report",-1,"Budhana Tech, LLP",Remote,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
131,Java Developer,Employer Provided Salary:₹3L - ₹6L,"Role Objective: To impart training and monitor the student life cycle for ensuring standard outcome
Responsibilities
· Conduct live-in person/virtual classes to train learners on Core Java, Advanced Java and Frameworks
· Facilitate and support learners progress/journey to deliver personalized blended learning experience and achieve desired skill outcome
· Evaluate and grade learners Project Report, Project Presentation and other documents.
· Mentor learners during support, project and assessment sessions.
· Develop, validate and implement learning content, curriculum and training programs whenever applicable
· Liaison and support respective teams with schedule planning, learner progress, academic evaluation, learning management, etc
Desired profile
· Must be proficient in Core Java, J2EE, JSP, Servlet, JavaScript, HTML5, jQuery, CSS3, Ajax, Angular, React JS, REST
· Experience in Struts 2.0/Spring 5.0 frameworks and above
· Should have worked in Webserver/Application Server usage
· Must have good analysis or problem-solving skills
· Must have good communication and delivery skills
· Strong expertise on Java technology stack (Core Java, Advance Java, Spring, Spring Boot, JPA, Hibernate, Struts, Webservices)
· Good Knowledge of Database (SQL)
Job Type: Full-time
Salary: ₹300,000.00 - ₹600,000.00 per year
Benefits:
Provident Fund
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 1 year (Required)
Java: 1 year (Required)
Show Less
Report",-1,Redeploy Private Limited,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,Experienced Full-Stack Web Developer PHP CI + Bootstrap Required.,Employer Provided Salary:₹18T - ₹22T,"We are Looking for a Full Time, Full Stack PHP CI Developer.
Required Skills with experience.
1: PHP CI
2: Bootstrap
3: CSS, HTML 5
Its a Work from Home Job, We are looking for loyal and Long term contract.
Training and team leader would be provided.
YNAPS
Job Type: Full-time
Salary: ₹18,000.00 - ₹22,000.00 per month
Benefits:
Flexible schedule
Work from home
Schedule:
Evening shift
Supplemental pay types:
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
PHP: 1 year (Required)
total work: 1 year (Required)
Work Location: Remote
Show Less
Report",-1,Ynaps,Remote,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
133,Full Stack Developer,Employer Provided Salary:₹5L,"Vocally, a start-up based out of Vancouver, Canada is on a mission to democratize voice processes in the SMB segment. Realizing the pace at which technology is growing and its vast impact on different sectors of the economy, the founder Souren Khetcho was struck with an idea to use voice automation for businesses. The startup began its journey mid of 2019, with two individuals behind the wheel. Today, Vocally is set to serve several industries and sectors with its team of innovation professionals who share the same vision.
We are looking for an experienced Full Stack Engineer who is well versed with both front-end and back-end programming. The ideal candidate will be responsible for developing and designing both front-end web architecture and back-end architecture, ensuring the responsiveness of applications, and will be working in a cross-functional team that is responsible for the full software development life cycle, among other duties. The ideal candidate is expected to design and implement new systems and features, as well as modify and maintain existing systems.
Designation: Full Stack Engineer
Reporting To: CEO / CTO
Work Mode: Full Time / Remote
Duties/Responsibilities:
· Design user-side and server-side architecture.
· Develop high-quality software design and architecture.
· Develop and manage well-functioning databases and applications.
· Optimize components for maximum performance across a vast array of web-capable devices and browsers.
· Ensure optimal performance of the central database and responsiveness to front-end requests.
· Monitor and improve front-end and back-end performance.
· Develop high-performance applications by writing testable, reusable, and efficient code.
· Run diagnostic tests, repairing defects, and providing technical support.
· Troubleshoot, debug and upgrade software.
· Create security and data protection settings.
· Create servers and databases for functionality.
· Ensure responsiveness of applications.
· Design and develop APIs.
· Recommend and implement improvements to processes and technologies.
· Document development phases and monitor systems.
· Stay up-to-date on developments in web applications and programming languages.
· Perform other related duties as assigned.
Required Skills/Abilities:
· Proven work experience.
· Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
· Knowledge of JavaScript frameworks such as React.js, Node.js.
· Knowledge of multiple front-end languages and libraries such as HTML, CSS, XML, jQuery.
· Knowledge of multiple back-end languages such as Java, Python.
· Experience working with relational databases (MySQL) or NoSQL document-oriented databases (MongoDB, Firebase, DynamoDB, Oracle DB).
· Proficient understanding of code versioning tools, such as Git.
· Use of collaboration tools (such as JIRA) is highly preferred.
· A good understanding of the latest UI/UX practices.
· Ability to understand business requirements and translate them into technical requirements.
· Having experience to Lead/Drive Initiatives and work with offshore team.
· Excellent written and verbal communication skills.
· Should be able to work as individual contributor with minimum guidance.
· Should have a high sense of responsibility, and be communicative, self-organized and open minded, and participative in users’ functional requirement studies.
Work Environment Requirements:
· A PC/Laptop with a minimum of 8GB of RAM, a mid-end processor, and an OS of your choice.
· An internet connectivity with minimum of 50 MBPS, and with uninterrupted power supply.
· A quiet and uninterrupted working environment with a dedicated desk.
Advantages:
· Dynamic culture and work environment.
· Competitive pay and vesting opportunity.
· Paid Time Off.
· Work from home / Remote.
Inquisitive About Us, Know us more:
https://vocally.ca/
https://www.youtube.com/watch?v=XeDkXFM4Czk
Job Types: Full-time, Regular / Permanent
Salary: From ₹450,000.00 per year
Benefits:
Internet reimbursement
Leave encashment
Paid time off
Provident Fund
Work from home
Schedule:
Monday to Friday
Application Question(s):
Please share your personal/public GitHub repository and/or portfolio link .
Experience:
Front-end development (React JS): 2 years (Required)
Back-end development(NodeJS): 3 years (Required)
Full-stack development: 3 years (Required)
Application Deadline: 31/03/2023
Show Less
Report",3.4,"Vocally
3.4",Remote,1 to 50 Employees,2004,Company - Private,Unknown / Non-Applicable,-1,-1,3.4,3.4,3.4,3.4,3.4
134,Web Developer (Full Stack),-1,"Remote - Full-Time

Msarii always strives to build Modern platforms to transform the world in a better place. We are helping successfull businesses all remotly. We support new ideas, collaboration, and the ownership of our product throughout the organization.
Msarii Team enjoy the opportunity and benefits of working at an early-stage of the company startup, but in an environment much more akin to a later stage company given the experience of the founding team. The culture at Msarii encourages innovation, independent problem solving, and collaboration as we continue to mature our services and products in the ever-changing work of new technology concepts.
Msarii is self funded.
We have for the full timers:
Employer-paid health care
Casual and diverse workplace
Free Netflix account
Unlimited Vacation policy
Stock, crypto currency options.
Retirement pension
Requirements:
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Collaborate with other team members and stakeholders
You have:
Proficient knowledge of one of the back-end programming languages PHP, Python, Ruby, Java, .NET & JavaScript }}
Develop new user-facing features
Proficient understanding of web markup, including HTML5, CSS3
Proficient understanding of server-side CSS pre-processing platforms, such as LESS and SASS
JQuery
MySQL database design skills
Version control and Git workflow
Understanding accessibility and security compliance {{Depending on a specific project}}
User authentication and authorization between multiple systems, servers, and environments
Management of hosting environment, including database administration and scaling an application to support load changes
Data migration, transformation, and scripting
Setup and administration of backups
Outputting data in different formats
Understanding differences between multiple delivery platforms such as mobile vs desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Proficient knowledge of one of the back-end programming languages PHP, Python, Ruby, Java, .NET & JavaScript }}
Proficient understanding of code versioning tools, such as Git
Proficient understanding of OWASP security principles
Understanding of “session management” in a distributed server environment
Cloud database management similar to AWS and Azure
Show Less
Report",-1,Msarii,Remote,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,Full Stack Web Developer - MEAN Stack,-1,"Full Stack Web Developer - MEAN Stack
Description
We are looking for a strong Full Stack Web Developer with experience in MEAN stack, with extensive experience building web apps with modern UI technologies.
Responsibilities
You will be part of a small team, with a large amount of ownership and responsibility for managing things directly.
Collaboration with product manager and other developers, owning a large part of the process from problem understanding to shipping the solution.
Shipping high-quality solutions with urgency.
Championing Web Development: You will be responsible for handling web development from ideation to production.
Contribute best-in-class programming skills to develop highly innovative, consumer-facing web products.
Qualifications
Must have at least 1 year of experience in MEAN Stack development i.e MongoDB, Express.js, Angular, and Node.js
Extensive Experience in API integration and development.
Working knowledge of HTML5, CSS3, and JavaScript.
Experience with version control systems and repository management.
Experience working and configuring AWS is a huge plus but a basic understanding to work on AWS is required.
Passionate about writing clean, efficient, and maintainable code.
Strong analytical and debugging skills and experience building consumer systems at scale.
Perks and Benefits
We offer everything which a cool startup or an enterprise would be willing to offer.
Remote work / Work from home: Productivity is more important than clocking-in time. You have the flexibility to work from home at your convenient time during the day until the deliverables are being delivered on time with proper coordination with the team.
People: We are young, we have fun and we are passionate about technology. Work with a team of professionals who have created and implemented some extraordinary solutions. We really do believe we have a world-class talent team.
Career Growth: Develop your career the way you want it to grow. We look to have long-term relationships with each of our collaborators along with free access to online training tools.
Convinced? Send us your details and we would get in touch with you.
Show Less
Report",4.0,"Appening Infotech
4.0",Remote,1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1,3.6,2.6,3.4,3.9,3.8
136,Software Engineer II - Backend,-1,"About the Role

Privacy Engineering's mission is to make Uber the industry model for consumer privacy through differentiated products and services, standards in engineering, and transparent communications. We are focusing on building both privacy technology platforms and user-facing products that give our users choice when it comes to their data, build trust, improve their data privacy, and enable our business.
We are seeking a software engineer with technical depth, product intuition, and entrepreneurial spirit to join our Privacy Engineering team. You should feel comfortable in uncharted territory as we build innovative privacy technologies and grow user trust. We need your skills and passion to help make it happen.

- Roles and Responsibilities -—
Design, develop, test, and deploy software solutions to address real world privacy concerns through close collaboration with various engineering and product teams, as well as many business and legal teams across Uber
Build microservices, backend platforms and collaborate with user experiences for Uber customers & partners, internal team members to enable automation of various privacy functions
Work closely in a big data environment and with large scale systems to handle user data lifecycle
Drive excellence by demonstrating and adopting best practices in engineering standards, and consumer privacy
Process extensive amount of data, build software solutions to enable data inventory, data deletion, data export and data preservation
- Basic Qualifications -—
Experience with Go, Java, Scala, Python, or other backend technologies
Strong architectural skills and proven understanding of large scale data platforms
Strong written and verbal communication skills
An engineering-focused undergraduate degree or equivalent proven experience
3-5 years of software engineering experience
Experience building highly scalable, robust, and fault-tolerant products and platforms
Demonstrated experience collaborating with other engineers and non-tech team members, both to meet short term goals and to create long-term partnerships
- What the Candidate Will Do -—
Security or privacy expertise. This is a nice-to-have requirement but you may have knowledge and experience in approaches to securing user data and keeping it private. You have knowledge of integrating privacy in the systems and product design process. You might have experience with privacy enhancing technologies, e.g., data anonymization or differential privacy.
Versatility. In addition to having an intimate knowledge of the full stack, you see how it all fits together and can navigate both typical and complex pitfalls.
Ability to learn on the go. You thrive with new technologies and don't believe in one-size-fits-all solutions. You can adapt to meet the needs of our massive scale, growth, and evolving business environment.
Ownership. You feel ownership for everything you deliver. You'd never call code ""released"" until you're satisfied that it's well implemented and tested. You pride yourself on efficient monitoring, detailed documentation, and accurate test coverage.
Attention to details. Whether you're working on an API used by other developers, an internal tool consumed by our operation teams, or a feature used by millions of customers, your attention to details results in a delightful user experience.
A great teammate. You believe that you can achieve more on a team; that the whole is greater than the sum of its parts. You rely on others candid feedback for continuous improvement. You can take the lead and have a phenomenal sense of what doing 'the right thing' is. You seek ways to mentor others and share your knowledge with the team.
Show Less
Report",4.4,"Uber
4.4",Hyderābād,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.2,4.4,4.3,4.0,4.2
137,Full Stack Developer,-1,"Qualifications: Bachelor’s degree in CS/IT/EC/MCA Eligibility: Experienced candidates (0 - 2 year of work experience) are preferred Work Location: Manipal/Bangalore
Show Less
Report",4.2,"Blackfrog Technologies
4.2",India,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,3.7,2.8,4.0,4.0,4.0
138,Full Stack Web Developer,₹3L - ₹7L (Glassdoor Est.),"Should be able to develop scalable applications (both Front-end and Back-end).
Should be able to write reusable, testable, and efficient code.
Should be able to design and implement low-latency, high-availability, and performance applications.
Should be able to implement security and data protection.
Should be integrate data storage solutions.



Requirements
Desired skill set:

MEAN Stack (MongoDB, ExpressJS, AngularJS, NodeJS).
TypeScript (with Angular 2).
HTML5, CSS3 (SASS or LESS).
Scalable Application Design.
Additional skill set:


Server-side templating languages (such as Jade, EJS, Handlebars etc).
Web Security (Basics), OAuth (1 & 2).
Understanding of delivery platforms such as Mobile, Tablet, Desktop etc.
Implementing automated testing platforms and unit tests.
Proficiency with a version control tool such as Git.
Understanding of minimalism and design ethics.
Show Less
Report",3.0,"Ripples Learning Services
3.0",Bangalore,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,3.0,2.0,4.0,1.0,2.0
139,JAVA Full Stack Developer,₹3L - ₹8L (Glassdoor Est.),"Imagine new horizons...
Dassault Systèmes, the 3DEXPERIENCE Company, is a catalyst for human progress. We provide business and people with collaborative virtual environments to imagine sustainable innovations. By creating ‘virtual experience twins’ of the real world with our 3DEXPERIENCE platform and applications, our customers push the boundaries of innovation, learning and production.
Dassault Systèmes SE (French pronunciation:[daso sistem]) (abbreviated 3DS) is a French software corporation. It is among Fortune 50 list of the largest software companies that develops software for 3D product design, simulation, manufacturing and more. A Dassault Group subsidiary spun off from Dassault Aviation in 1981, it is headquartered in Vélizy-Villacoublay, France, and has around 20,000 employees in 140 different countries.
Within Asia Pacific, Dassault Systemes is spread across 10 countries namely India, Japan, China, Malaysia, Singapore, Thailand, Indonesia, Korea, Taiwan and Australia and constitutes of more than 30% 3DS users globally. 3DS IT Team in Asia Pacific is responsible to enable 3DS businesses across APAC with innovative IT Solutions and world class infrastructure. They are also responsible to manage Production Infrastructure spread across 3 large Data Centers at Singapore, Japan and Pune. Give power to your passion! Find the job you love at 3DS!
If we challenge the status quo, We can imagine the new horizons to improve the world! #Weare3ds, #3ds.
In the News: Forbes Ranks us #48 in the list of World’s top Most Innovative Companies.

What will your role be?
Estimating, Designing, Developing, Planning and implementing software modules and features.
Resolve technical issues through Debugging, Research and Investigation, Creating new & innovative ways to improve applications.
Develop new APIs, Widgets, and Dashboards to answer requirements.
Provide innovative design ideas for effective layout design of the tool
Customer interfacing/communication to gather requirements and to keep all stakeholders updated.
Stay updated with emerging technologies/industry trends and apply them.
Guiding and Mentoring Junior/New Members in team.

The Challenges ahead
Be self-motivated and eager to engage in high impact, challenging problem solving while continuously raising the standard of quality in our applications.
Able to work on end to end application development in Ajile environment
Capable of developing useful modules and shared libraries (modules, packages) to solve common problems across projects.
Technical competency in using middleware for tracing/observability, authentication/security, and service request & response monitoring.
Able to setup and execute automated functional, load/performance and UI tests
Your Key success factors:
4+ years of experience in web based application development
B.E / M.E/B.Tech/M.Tech in Computer Science Engineering or a related discipline from premier institutions with good academic track records.
Must have experience of full stack development using Java, VUE.js or Type Scripting, PostgreSQL or any relational database
Strong understanding of application Deployment CI/CD, Code/App Security, Role management, Configuration Management, Performance, Modularization and Best Development Practices .
Must be familiar with API development and making use of third party APIs. (knowhow of monitoring tool APIs will be a plus)
Experience on Graph libraries/visualization tools like Highcharts, flash charts etc. will be an added advantage
Knowledge of Linux, Networking fundamentals, System Administration
Experience on Monitoring Tool customization and implementation
Experience in Scripting languages such as Shell/Perl/Python/JavaScript
Experience in JSP/PHP, HTML5, CSS
Working knowledge of various databases (Oracle, MySQL, PostgreSQL)
Ability to quickly learn and Implement with new APIs
Good to have integration knowledge
Ability to work Independently and in Team
Show Less
Report",4.0,"Dassault Systèmes
4.0",Pune,10000+ Employees,1981,Company - Public,Software Development,Information Technology,$2 to $5 billion (USD),3.7,3.5,4.2,3.7,4.3
140,Java Developers [I+S/E2-MM2],Employer Provided Salary:₹5L - ₹16L,"Java Full Stack Developer
We are looking for a skilled Full Stack Developer who is passionate about building high-quality software applications. The ideal candidate will have expertise in Java frameworks and extensions, persistence frameworks, servers, platforms, clouds, databases, data storage, and QA tools. The candidate should also have experience working with Angular, React, or Vue.

As a Full Stack Developer, you will be responsible for developing and maintaining software applications for our clients. You will work closely with a team of developers and project managers to deliver high-quality software products. You should be comfortable working in a fast-paced environment and be able to adapt to changing priorities.

Mandatory Skill Sets:
Java frameworks and extensions: You should be proficient in building enterprise-grade applications using Java 8+ and Spring Boot.
Persistence Frameworks: You should have experience working with Hibernate and/or JPA. You should be able to design and develop efficient data models, and perform CRUD operations using Hibernate and/or JPA.
Servers: You should be familiar with Apache Tomcat and be able to deploy applications on Tomcat servers.
Platforms: You should have experience working with Java EE and Jakarta 2EE platforms.
Clouds: You should have experience working with AWS, and be familiar with AWS services such as EC2, S3, and RDS.
Databases / Data Storage: You should have experience working with MYSQL and Oracle databases
QA Tools: You should be proficient in JUnit5 and Postman. You should be able to write and execute unit tests, integration tests, and end-to-end tests using these tools.
Web Services: You should have experience working with RESTful web services.
API Security: You should be familiar with OAuth2, JWT, Auth0, or any other API security frameworks.
Angular/React/Vue: You should have experience working with at least one of these frontend frameworks, HTML, CSS, and JavaScript.

If you are passionate about building high-quality software applications and have the required skill sets, we encourage you to apply. We offer competitive salaries and benefits, and a challenging work environment where you can learn and grow.
Show Less
Report",4.4,"vinove
4.4",Noida,501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.5,4.3,4.3,4.2,4.3
141,Full Stack Developer (ReactJS/React Native),₹1L - ₹6L (Glassdoor Est.),"Our benefits are hard to beat Collaboration and flexibility A key benefit of working at Techechelons is that employees tend to be profoundly collaborative and you’ll often find yourself handling multi-faceted responsibilities Making an impact If you find an opportunity or idea for any area of growth, with us you’ll have direct access to senior executives and key decision makers. Fun work environment As the corporate world modernizes, you’ll find a colorful, comfortable and soothing environment which will help employees brainstorm and bring out creativity. Learning and growth We believe in constant learning and rapid technological developments that the employee should be part of, not only for us to remain competitive in the market. Diverse workplace Our diverse workplace allows for more ideas and processes where employees share their experiences and skills with one another Family feel We care about our employees and find it important to foster a sense of belonging, as we aim to grow together like family, and build a strong bond

Full Stack Developer (ReactJS/React Native)
1 to 5 years of experience building applications using React JS and React Native

No of Openings :
2
Job Description:
Should be proficient with ReactJS (Redux or Flex) and React Native
Strong hands-on the backend with Node.js and building RESTful APIs and has experience in developing a robust web application with ReactJS
Develop and Manage Mobile Application in Hybrid - Android /iOS Platform
Ability to work through new and difficult React Native issues and contribute to libraries as needed.
Should have good knowledge of best practices for mobile app design, performance and working experience in Web Service and REST API integration
Developing new user-facing features and building reusable components and front-end libraries for future use using React.js
Should have a good understanding of AWS.
Knowledge of PostgreSQL is a plus.
Knowledge of Javascript, ES6, HTML, CSS skills is a plus.
Ability to work on multiple projects.
Ability to work independently.
Strong communication skills.
Should have career oriented mind set.
Show Less
Report",4.7,"Techechelons Infosolutions
4.7",Pune,1 to 50 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.5,4.7,4.7
142,Java Full Stack Developer,Employer Provided Salary:₹7L - ₹17L,"Java Developer Requirements
Petrabytes - Houston Based Oil & Gas Software Company looking for a full time Java
Developer / Team Lead Position to work on scientific software development in its India
Division – Kognosdata Pvt. LTD.
Desired Experience
Preferred Experienced: 2 to 5 Years of Real Programming
Experience for a company. Must be able to provide some design and sample code of their previous work.
Technical Skills Required
1. 2 - 5 years of real Web Development experience using JAVA, Spring Boot, Microservices
2. Coding experience with primarily JAVA.
3. Version Control – SVN, GIT
4. Core Java Programming – important
5. Web Development Experience - highly desirable.
6. JavaScript Programming Experience
7. JavaScript Charts – D3, Plotly
8. Angular JS, Node.js, Progressive Web Apps Development
9. Spring Framework
10. API Development
11. Extensive Usage of Eclipse IDE
Development Center: No. 107, 2 G Cross, My Home, Flat No,102, OMBR Layout, Banas wadi, Bangalore – 560043
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,700,000.00 per year
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Yearly bonus
Ability to commute/relocate:
Banglore, Karnataka: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
Angular: 1 year (Required)
Spring MVC: 1 year (Preferred)
Java: 1 year (Required)
Show Less
Report",-1,Kognosdata,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,Full Stack Developer,Employer Provided Salary:₹3L - ₹7L,"We are looking for a strong web application developer with prior experience in either active software development or maintenance projects. The primary focus will be to implement and enhance user interfaces and features together with automated unit and integration tests. You will be working closely with our collaborative team, supporting and building projects as required. The code you write will need to be cleanly organized and of the highest quality. You’ll also help ensure solid application performance and an excellent user experience.
Work Option: Hybrid/Remote
Employment Type: Permanent Full Time
Responsibilities:
Experience in developing full-stack, web-technology solutions utilizing: Node JS, React JS
Developing new features and user interfaces from wireframe models
Ensuring the best performance and user experience of the application
Fixing bugs and performance problems
Writing clean, readable, and testable code
Cooperating with back-end developers, designers, and the rest of the team to deliver well-architected and high-quality solutions
Qualifications:
2+ years of professional experience with web development using React
Excellent verbal and written communication skills
Proficient in Node JS and React JS.
Database: PostgreSQL / MongoDB
Proficient with RESTful APIs and mobile libraries for networking.
Experience with profiling and debugging applications.
Proficient in working with Source Code (Github, Gitlab).
Prior experience working in an Enterprise Development Environment
Job Type: Full-time
Salary: ₹250,000.00 - ₹700,000.00 per year
Benefits:
Work from home
Schedule:
Flexible shift
Supplemental pay types:
Yearly bonus
Application Question(s):
What is your salary expectation (in LPA)?
Experience:
React (Preferred)
Node.js (Preferred)
Show Less
Report",-1,Lattech,Hubli,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
144,MERN STACK (REACT JS) DEVELOPER(Min Exp. Required : 1-3 Yrs),₹3L - ₹6L (Glassdoor Est.),"Min Exp. Required : 1-3 Yrs
Desired Skills
Full Stack (MEAN) stack: JavaScript - MongoDB - Express - AngularJS - Node.js
Must understand web development technologies like HTML, CSS, and JS.
Experience on deployment of software and testing.
Building backend layer using NodeJS
Expertise with frontend technologies like HTML/CSS/ Javascript and frameworks like AngularJS
Demonstrated design and UX sensibilities are a must.
UI Development for modern browsers.
Show Less
Report",4.9,"Cybrain Software Solution
4.9",Bangalore,51 to 200 Employees,2012,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.8,4.6,4.4
145,Full Stack Developer,₹6L - ₹8L (Glassdoor Est.),"We are seeking a Full Stack Developer, who will be responsible for working on direct channels of our contact lens business.
We’re a high impact team with an ambitious mission and are looking for high caliber people to join us!
Expert knowledge of HTML5, CSS3, Bootstrap and modern responsive web design techniques
Experience with Laravel/Lumen - PHP based framework
Knowledge of ReactJS, its different lifecycle methods, and experience with Redux
An expert on Rest API, and its best practices
Experience with Shopify
Experience with MySQL
Creating database schemas that represent and support business processes
Optimising systems and applications for maximum speed and scalability
User authentication and authorisation between multiple systems, servers, and environments
Building reusable code and libraries for future use
Experience in agile methodology
Good understanding of OOPS concepts

2+ years of software engineering and product delivery experience, with 2+ years of experience in Laravel & ReactJS
Experience working with Product Managers and UX Designers, with a strong product sense and the ability to own large areas of product design and usability
Excellent teamwork skills, flexibility, and ability to handle multiple tasks
Capability to bring in software engineering life cycle best practices
Excellent analytical and problem solving skills
Deep understanding of algorithms and data structures
Executed on RCAs / tough engg problems at work
Won awards / Recognised by upper management for going above and beyond
Open source / pet projects contributions

Key skills :


Javascript

JQuery
React JS
Bootstrap
Responsive Web Design
Html5
MySQL
PHP
Shopify
MVC architecture
Service Oriented Architecture
Redis
Laravel
Show Less
Report",4.1,"Lenskart
4.1",Bangalore,1001 to 5000 Employees,2008,Company - Private,Other Retail Shops,Retail & Wholesale,Unknown / Non-Applicable,4.0,3.7,3.9,3.8,3.7
