,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance
10,Principal Fullstack Engineer - Python & React.js,-1,"About Talent500 Tech
Talent500 helps companies hire, build and manage global teams. We are trusted by the worlds leading companies - from Fortune 500s to fast-growth startups - to help them build and run their high-impact remote teams. Today, Talent500 is the fastest growing remote team builder in the world.
Our suite of proprietary AI-enabled tools and products provide businesses with an end-to-end platform to build their global teams. This includes access to a Global Talent Network of 300,000+ professionals globally and tools to manage contracting, payroll and benefits without the hassle of setting up legal entities or infrastructure.
We are backed by Accel Partners & ANSR, a global leader and enterprise transformation platform. For the last 15 years, the worlds leading organisations have trusted ANSR to transform their businesses by building technology and innovation hubs in talent-rich locations.
Job Description
WE ARE TALENT 500:
We help companies hire, build and manage global teams. We are trusted by the worlds leading companies - from Fortune 500s and larger enterprises (Walmart, Target, Nike, Pepsi etc) to industry leaders (Airbnb, Twitter, Uber) and some of the worlds fastest-growing start-ups from the portfolios of investors such as Accel, Sequoia and Techstars.
Our suite of proprietary AI-enabled tools and products provide businesses with an end-to-end platform to build their global teams. This includes:
Access to a Global Talent Network of 300,000+ professionals globally
Data-sciences based screening engine which predicts the right-fit candidate with ~80% accuracy helping companies hire 2.5x faster
Tools to manage contracting, payroll and benefits without the hassle of setting up legal entities or infrastructure
We are backed by Accel Partners & ANSR, a global leader and enterprise transformation platform. For the last 15 years, the worlds leading organizations have trusted ANSR to transform their businesses by building technology and innovation hubs in talent-rich locations. ANSR is today one of the largest drivers of FDI into India with over $1.5B of capital investments.
Responsibilities:
Design, build and maintain scalable, secure web services and distributed systems
Design and develop robust solutions for trade negotiation and execution, real-time market data, chat messaging, authentication, and security
Help maintain existing codebase, infrastructure, test coverage, and documentation
Drive technology choices for the backend code base such as languages, frameworks, providers, and partners
Support leadership in high-level technology investment decisions (build vs. buy, technical debt, etc.) through well-articulated, factual proposals
Champion quality of our solutions and lead efforts to measure and improve it along dimensions such as test coverage, security, and customer satisfaction
Drive the culture of metrics-driven delivery on established priorities in full partnership with Product, Program, and Engineering Management
Communicate requirements effectively within and across teams
Lead and participate in iterative, self-contained, cross-functional, customer-facing teams according to the release plan
Ensure that technical expertise is appropriately distributed throughout the tech stack team via documentation, information sharing sessions, and project experience.
Requirements:
10+ years of backend engineering experience, ideally building products from ideation to launch with a strong engineering team
Strong understanding and strong experience developing API's with Python Django, DRF, Understanding of frontend frameworks (Java script, React JS)
Experience working with messaging systems like kafka, RabbitMQ
Understanding and experience of working with mid to large scale database systems (MySQL, elasticsearch, mongoDB)
Experience managed owned infrastructure on AWS and set-up high availability systems
Experience working with Docker and Kubernetes
Experience shipping large-scale projects and complex systems
Experience monitoring and scaling microservice-oriented systems
WHY WORK AT TALENT500:
Build the future of work: We're working on a problem every business leader understands deeply. The pandemic has created a once-in-a-lifetime shift in how businesses and professionals think about work. We have an opportunity to drive this new shift towards distributed work and global teams
Growth and scale: We are tackling a global problem and a rapidly growing market ($50B+) with a LOT of headroom for us to grow. We are currently growing at 35% quarter-on-quarter and expect this to be a BIG, fast-growth business. If you are looking for growth in your professional life and lots of learning along the way, this is it.
Experienced team and investors: We have an experienced team: our founders have founded, scaled, and sold companies before. We are trusted by some of the worlds best companies and investors

10-15 years
Python / Django / AWS / Kafka / React / React.JS / Elasticsearch
Show Less
Report",4.6,"Talent500 Tech
4.6",Bangalore,51 to 200 Employees,2021,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.4,4.5,4.1
11,Full Stack Engineer (Python- Backend),Employer Provided Salary:₹15L - ₹20L,"Job Information
Department Name
TUI
Industry
IT Services
Salary
15 - 20L
Work Experience
5 - 8 Years
Remote Job

Job Description
This is a remote position.


Mid-level Full Stack Engineer (Python- Backend):

Hands-on experience in AWS and Python is a must have for this role.
Experience working with both modern compiled and dynamic / scripting languages: e.g. Python, Java 8 or above.
Experience using Amazon Web Services [Must have]
AWS tech expertise in Amazon Services [S3 / Kinesis/SQS/SNS] especially the most widely and popular services.
know how about Events, Streams , Messaging and Queues
Lambda functions
ECS/Docker
Dynamo DB/Elastic search
Hand on experience in SQL/NoSQL, ETL/ELT style Data processing, Data warehousing & Data lake [Must have]
Has implemented Rest API’s. API Gateway, and strong knowledge of microservices and APIgee. [Must have]
Comfortable working with SQL / NoSQL [Must have]
An advocate of agile practices (Kanban, Scrum) for rapid development of quality software, such as CI/CD, TDD, and automated deployment. Knowledge of Agile processes and DevOps development are a must have.
Experience modelling and evolving complex data structures
live and Breathe with Data [Must have]
Excellent knowledge of data types including JSON, CSV, XML etc.
Data modelling and Schemas
Solid understanding of data warehousing principles, concepts and best practices (e.g. ODS, Data Mart, Data Lakes) [Must have]
Snowflake or knowledge of any DWH is beneficial
Understanding of application architecture approaches such as API, Micro Service, Event-Driven Architecture, RESTful web services, and N-Tier Applications
Experience modelling and evolving complex data structures
Understanding of Data and Information Security concepts and best practices is beneficial
SAAS Platform (Qualtrics) - Nice to have
Certification: AWS certified Developer is a nice to have.
The engineering team is eager to learn and adapt to new technologies and tech. stack.



Requirements
The candidate should have leadership and excellent communication skills
Eager to influence and support engineering team
Ability to perform Code and peer reviews.
Good technical, architecture and design know how.
Good conversion of high-level business & technical requirements into technical specs.
Good problem-solving skills and conversion of high level to details
Excellent negotiator and influencer.
CI/CD pipeline, Automated Deployment - (Devops style mindset)
Support and mentor Engineering, dev and devops team [Must have]
Stakeholder mgt. and engagement
The candidate should eager to learn and adapt to new technologies and tech. stack.
Soft Skills:
Team player
Excellent interpersonal skills with the ability to establish working relationships with individuals at varying levels within the organization
Effective organization and time management skills with the ability to work under pressure and adhere to deadlines
Comfortable learning new technologies, languages, and tools on the job, to ensure that the product is not left behind in a rapidly evolving ecosystem
A positive, collaborative mindset and a desire to deliver real business value to the customer




Benefits
If you believe you have it in you to work for a company which has a start-up mindset and be part of a dynamic and vibrant company and play a role of an entrepreneur, then Systems Plus is the place to be. We are looking for people who have that flame in them who want to make a difference and are willing to learn and grow rather than people having too many degrees or a long line of experience.


We are looking for Entrepreneurs.


We want enthusiastic people to be part of our family and have an open mind-frame and are willing to experiment with different options and multi-task in different aspects of business.


Let us assure you that work will not be easy but will be worth it.


We are an established company with a start-up mind-set and are looking for members to skip lunches over meetings, brainstorm on ideas on different aspects of business and roll up their sleeves and get their hands dirty.


We want members who want to do something new and different and make a mark in whatever they do. We are not looking for time watching members. We are looking for a member who stays with us through the highs and lows of a dynamic and fast growing organisation.


You will have enough challenges to grow and enjoy your work.


We have an interesting ABCDE philosophy, which we believe will help you an individual.


If you would like to work in this dynamic environment, know more about ABCDE and contribute to your and the company’s growth, then please contact us.


I'm interested
Show Less
Report",4.6,"Systems Plus Transformations
4.6",Remote,201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,4.5,4.6,4.6,4.6,4.5
12,"Full Stack Engineer (Php, Mysql, CSS, JavaScript, Jquery, html, bootstrap)",Employer Provided Salary:₹20T,"We are actively looking for a full-stack engineer for your company for Delhi location.
Candidate must have knowledge of Php, Mysql, CSS, JavaScript, Jquery, html, bootstrap.
Minimum 6 months of experience required.
Male female both can apply.
Location: Remote for Delhi
Job Types: Part-time, Regular / Permanent, Contractual / Temporary, Freelance
Salary: ₹20,000.00 per month
Schedule:
Flexible shift
Education:
Bachelor's (Preferred)
Speak with the employer
+91 7469000030
Show Less
Report",-1,Study Intel pvt ltd,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,Full Stack Engineer (4yrs+),Employer Provided Salary:₹4L - ₹17L,"Solution Ops Engineer Job Description
Role Title: IT Engineer
Location: IAC
Team: SolutionOps
Supervisor: Engineering Manager
Career Progression: Engineering, Architecture, Analyst
Position Description:
Historically, the role of IT has been to provide a reliable ecosystem to run the business, drive efficiencies and reduce costs. These areas remain integral, however, driven by the quickening pace of innovation, IT must evolve, proactively partnering with the business to enable new digital business models that power new types of customer engagement.



Show More
Report",3.8,"Elanco
3.8",Bangalore,5001 to 10000 Employees,1954,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$2 to $5 billion (USD),3.5,3.8,3.8,3.4,3.7
14,Full Stack Engineer,₹6L - ₹8L (Glassdoor Est.),"Job Description Summary
Responsible for programing a component, feature and or feature set. Works independently and contributes to the immediate team and to other teams across business. You will also contribute to design discussions.
Job Description
Job Description
Roles and Responsibilities
In this role, you will:

Show More
Report",4.3,"GE Healthcare
4.3",Bangalore,5001 to 10000 Employees,1892,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),4.2,3.9,4.4,4.0,4.2
15,Full Stack Engineer,₹4L - ₹8L (Glassdoor Est.),"Join us and be part of our exciting journey in becoming the global leader in video analytics!
We are streamingo.ai , a deep learning company working in the domain of activity recognition. The company has developed 2 products on a MEAN stack architecture. We are now looking for a specific skill set to augment our Core platform team of engineers ( They have developed https://deeplabel.app).
Ideally you'd have:
Developing front end website architecture and user interactions web pages.
Designing and developing APIs.
Experience building complex web products end-to-end in one of the frameworks(Angular, React.)
Expertise working on all parts of the stack (frontend, backend).
Show More
Report",3.8,"Streamingo Solutions Office
3.8",Bangalore,1 to 50 Employees,2015,Company - Private,Software Development,Information Technology,Less than $1 million (USD),3.3,3.4,3.9,3.8,3.9
16,Full Stack Engineer,₹5L - ₹8L (Glassdoor Est.),"Karur,India | Full-Time


The full stack engineer role is for an experienced Software developer who are interested in building cool product to solve complex machine learning problems. We are looking for a Sr. engineer with experience managing teams and great communication skills to ensure the success of our project and our clients, which are leading companies in AI and driving disruption in autonomous driving, robotics, financial among others.
About Us
At Objectways, our mission is to accelerate the development of Machine Learning and AI applications across multiple markets. Our focus is to human in-loop capabilities to bring machine learning processes closer to human input. Objectways is an equal opportunity employer.
Show More
Report",3.7,"Objectways
3.7",Karūr,51 to 200 Employees,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,3.7,3.7,3.7,3.7,3.7
17,Software Engineer 2,₹2L - ₹7L (Glassdoor Est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: What you need to know about the role- Global Compliance & Customer Verification Platform(GCCVP) team is looking for a self-motivated Java Engineer to build and maintain the leading state-of-the-art platform that caters to Anti Money Laundering & Tax related regulatory requirements. Meet our team Global Compliance & Customer Verification Platform builds and maintains the leading state-of-the-art platform that caters to Anti Money Laundering & Tax related regulatory requirements that PayPal must comply with within most of the 200+ countries we operate.
Job Description:







Show More
Report",4.2,"PayPal
4.2",Bangalore,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,4.1,4.3,3.6,4.2
18,Full Stack Engineer(Python),Employer Provided Salary:₹10L - ₹30L,"Roles & Responsibilities
You’ll spend time on the following:
o Write maintainable/scalable/efficient code.
o Design and architect technical solutions for the business problems.
o Work in cross-functional team, collaborating with peers during entire SDLC.
o Follow coding standards, unit-testing, code reviews etc.
o Follow release cycles and commitment to deadlines.
o Familiarity with basic programming principles such as SOLID and TDD
o Intermediate experience with Linux OS; able to troubleshoot issues
o Understands why we need to test code; experience implementing tests
o Able to understand/discuss design and performance trade offs in complex systems
Skills and Experience:
o MTech/BTech/BE in Computer science and at least 2 years of individual contributor experience as a software engineer
o Coding chops, clean, elegant, bug-free code in any of the following languages - Java, Python
o Full-stack development experience
o Experience with Mule ESB or similar is a plus
o Demonstrable experience building web components using technologies like React, JavaScript
o The ability to go deep, but also appreciate the challenge of going broad.
o Solid understanding of distributed systems architecture - consensus, convergence, load balancing, data consistency and performance/efficiency constructs
o Identify and resolve performance and scalability issues
o Intelligence. High adaptability. Ability to learn quickly.
o Strong desire to learn and grow, while building the best in class systems
o Strong flair for effective communication and collaboration - you know when to push on and when to step back
o An ability to have fun while working on the hardest problems
Job Types: Full-time, Regular / Permanent
Salary: ₹1,000,000.00 - ₹3,000,000.00 per year
Benefits:
Flexible schedule
Provident Fund
Schedule:
Day shift
Fixed shift
Flexible shift
Monday to Friday
Supplemental pay types:
Commission pay
Overtime pay
Performance bonus
Experience:
Java: 3 years (Required)
Python: 2 years (Required)
Full-stack development: 3 years (Required)
Speak with the employer
+91 8910358465
Show Less
Report",-1,Episeio Business Solutions,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,Full Stack Engineer,Employer Provided Salary:₹4L,"Responsibilities:
Architect, design, develop, deploy, and operate data pipelines and microservices that ingest and analyze millions of IoT transactions
Develop real-time dashboards and ad-hoc reports
Be a valued member of an autonomous, cross-functional agile team
Participate in code reviews, retrospectives,
Mentor junior developers to help them improve their coding practices
Investigate and resolve system functionality and performance issues
Qualifications:
Bachelor's degree in computer science, engineering, or a related technical field
At least 1+ years of Java development experience
Strong knowledge on Java, Spring Boot, Microservices, React JS
Experience building large-scale applications in AWS, or other cloud platforms
Experience building data pipelines using Spark, PySpark, Databricks, or other technologies
An aptitude for learning new technologies and applying them to the product suite
Expertise in large-scale data-driven applications using Kafka, RabbitMQ, or similar messaging solutions
Design and development experience for use cases involving real-time analytics, dashboards, and alerts
Experience developing REST API's
Take pride in your craft and understand what it means to ship high-quality code
Ability to collaborate across multiple development teams to ensure performance, quality, and a positive user experience
Strong analytical, planning, problem-solving, and decision-making skills
Preferred Qualifications:
Experience developing and optimizing SQL for complex queries
Experience with Python development
Experience working on solutions using real-time Iot data
Job Types: Full-time, Fresher
Salary: From ₹382,149.69 per year
Schedule:
US shift
Application Question(s):
Do u have experience with Spring Boot , Microservices , React JS. If so how many months
Experience:
Angular: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Application Deadline: 07/04/2023
Expected Start Date: 07/04/2023
Show Less
Report",-1,Ares Data Private Limited,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,Full Stack Engineer,Employer Provided Salary:₹2L - ₹4L,"Must have Experience atleast 1+ Year.
Skills:
1. Must have Knowledge of Angular, ReactJs, Javascript, Nodejs, MongoDB, framework's.
2. Excellent written and verbal communication skills
3. Excellent organizational and project management skills, ability to take a project and drive it through completion.
4. Strong analytical/problem solving skills.
5. Also having a proper Knowledge in Nodejs and MongoDB.
Show More
Report",-1,MatteCurve Technologies Pvt. Ltd.,Udaipur,Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1,-1,-1,-1,-1,-1
21,Junior Software/Support Engineer,-1,"iLearningEngines (iLE) is the market leader in cloud-based, mission critical training for enterprises. Deloitte has ranked ILE as the top 20 fastest growing company in North America in 2020 on the Deloitte Technology Fast 500.
iLE is a disruptive AI / ML mission-critical SaaS platform focused on automating the process of learning and enabling organizations to drive outcomes at scale. iLE is being deployed in some of the most regulated and detail-oriented vertical markets including healthcare, education, energy, transportation and Marine.
We need self-motivated and team-oriented web application developer and support engineers for our Office at Technopark ,Trivandrum , with good formal software engineering skills HTML and JavaScript skills. Experienced or Freshers who have undergone training in any courses like Python, React, Node, Angular, Mongo etc will be preferred.
Preferred candidates would be BTech / BE/ MCA/BCA with a consistent academic record and no back logs. You'll need to be a personable and enthusiastic individual with the ability to work on multiple technology stack without compromising on quality.
This is a great opportunity for a talented developer to come in and really make their mark.
Job Type: Full-time, Fresher
Job Types: Full-time, Regular / Permanent
Day range:
Monday to Friday
Shift:
Day shift
Ability to commute/relocate:
Ernakulam, Kerala: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
1) Have you completed your Btech/BE/MCA/BCA without any Back Logs?
2) Have you undergone any technical course after your degree? If yes specify the tech stack.
3) Willing to work at Jomer Symphony, Vytilla, Cochin?
Speak with the employer
+91 7306253883
Expected Start Date: 17/04/2023
Show Less
Report",-1,ILEARNINGENGINES INDIA PRIVATE LIMITED,Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,Full-Stack Development Engineer (MERN),₹5L - ₹6L (Glassdoor Est.),"Who are we looking for ?
A Full Stack Web Engineer - MERN, who is passionate about building products that our customers love. You will join a dynamic and fast-paced environment and work with cross-functional teams to design, build and roll-out products that deliver the company’s vision and strategy. A true-blue Engineer at heart, who constantly evolves and is on a continuous learning drive. Openness to explore different technologies and focused on solving, keeping the big picture in mind.
RESPONSIBILITIES
Work with development teams and product managers to ideate product and software solutions Design client-side and server-side architecture Build and deploy cloud based & cloud native applications Build the front-end of applications through appealing visual design Develop and manage well-functioning databases and applications Write effective APIs Test software to ensure responsiveness and efficiency Troubleshoot, debug and upgrade software Create security and data protection settings Develop features and applications with a mobile responsive design

Show More
Report",3.9,"Softway solutions
3.9",Bangalore,51 to 200 Employees,2003,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.6,3.4,4.2,3.6,3.8
23,Data Engineer,Employer Provided Salary:₹6L - ₹12L,"Numadic is hiring a Data Engineer
We are Numads
Drawn to the unknown, we are new age nomads who seek to bring near what is far. We work as full stack humans, able to operate independently while enjoying the journey together. We see past the sandlines of clan and craft and value the unique and special talents of each. We think, we design, we code, we write, we share, we care and we ride together. We aim to live by our values of Humility, Collaboration and Transformation.
We undisrupt vehicle payments
To impact a highly fragmented v-commerce space, we aim to bring order to simplify & aggregate. We are a full stack v-commerce platform. We build the Network side of the products to achieve dense on-ground digital coverage by working with & aggregating different types of partners. Further help set the standards for scaling sustainably for the future. We also build the User side of the products to make road travel experience for our vehicle owners and drivers contactless and fully autonomous.
Show More
Report",5.0,"Numadic
5.0",Remote,51 to 200 Employees,2016,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0
